affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,policy_continuation_date,policy_start_date_pol,policy_lastchange_date,premium_wa,premium_other,zipcode_link_pol,zip4_pol,place_residence,birth_date_pol,gender,private_commercial,bonus_malus_percent,other_cover,premium_other_incl_discount,worth_car,brand_pol,builddate_car,weight_car,mileage_car,power_car,fuel_car,chassis,drive,turbo,transmission,zip4_reg,PROVINCE,URB,INCOME,SOCCL_A,SOCCL_B1,SOCCL_B2,SOCCL_C,SOCCL_D,EDU_HIGH,EDU_MID,EDU_LOW,DINK,OWN_HOUSE,AVG_HOUSE,RENT_PRICE,STAGE_OF_LIFE,SINGLE,FAM,FAM_WCHILD,SINGLES_YOUNG,SINGLES_MID,SINGLES_OLD,FAM_CHILD_Y,FAM_CHILD_O,FAM_WCHILD_Y,FAM_WCHILD_MED,FAM_WCHILD_OLD,CIT_HOUSEHOLD,LOAN,SAVINGS,SHOP_ONLINE,CAR,conv,churn
Insuro,Incompleterequest,2174,,10726,3432,1973-09-01,CITROEN,2019-03-11,,,216.72,2004.0,October,Y,,,2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,3432.0,Utrecht,3.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,6.0,5.0,9.0,,6.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,6.0,3.0,6.0,6.0,5.0,0,-1
other,Calculatenewpremium,2175,,10727,6591,1967-01-01,BMW,2019-03-11,,,0.0,2006.0,June,N,N,N,2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,6591.0,Limburg,6.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,11.0,,9.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,5.0,1.0,4.0,6.0,5.0,0,-1
Insuro,Incompleterequest,2176,,10546,7025,1993-01-01,CITROEN,2019-03-11,,,309.72,2015.0,January,,,Y,2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,7025.0,Gelderland,7.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,10.0,,6.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,6.0,4.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,2177,,10728,5014,1990-11-01,CITROEN,2019-03-11,,,588.24,2009.0,June,,Y,,2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,5014.0,North Brabant,2.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,0,-1
other,Personaloffer,2178,,10521,2991,1994-07-01,TOYOTA,2019-03-11,,,54.36,2005.0,February,,,,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,2991.0,South Holland,4.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,,1.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,6.0,4.0,3.0,0,-1
other,Calculatenewpremium,2179,,10729,2671,1951-08-01,NISSAN,2019-03-12,,,948.48,2009.0,May,,,Y,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,2671.0,South Holland,4.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,7.0,,9.0,3.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,6.0,6.0,5.0,0,-1
other,Personaloffer,1641,,10635,6228,1966-03-01,KIA,2019-03-12,,,392.88,2011.0,June,,Y,,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,6228.0,Limburg,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,4.0,11.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,4.0,0,-1
other,Requestwithdrawn,2180,10369.0,10574,5658,1966-07-01,TOYOTA,2019-03-12,2019-03-12,2019-03-13,876.84,2013.0,October,,,Y,2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,5658.0,North Brabant,2.0,,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,2.0,12.0,,4.0,3.0,5.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,6.0,6.0,5.0,0,1
Insuro,Incompleterequest,2181,,10730,2811,1989-12-01,VOLKSWAGEN,2019-03-12,,,455.4,2012.0,January,,Y,,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,2811.0,South Holland,5.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,6.0,3.0,2.0,0,-1
Insuro,Incompleterequest,2182,,10730,2811,1989-12-01,VOLKSWAGEN,2019-03-12,,,422.4,2012.0,January,,Y,,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,2811.0,South Holland,5.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,6.0,3.0,2.0,0,-1
Insuro,Incompleterequest,2183,,10731,6624,1960-10-01,VOLVO,2019-03-12,,,852.0,2014.0,July,,,Y,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,6624.0,Gelderland,7.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,9.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,0,-1
Insuro,Policycreated,2184,10370.0,10730,2811,1989-12-01,VOLKSWAGEN,2019-03-13,2019-03-13,2019-03-14,455.4,2012.0,January,,Y,,2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,2811.0,South Holland,5.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,6.0,3.0,2.0,1,1
other,Personaloffer,2185,,10566,4703,1970-05-01,CITROEN,2019-03-13,,,424.8,2001.0,October,Y,,,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,4703.0,North Brabant,3.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,2.0,,7.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,6.0,6.0,5.0,0,-1
other,Personaloffer,2186,,10566,4703,1974-03-01,RENAULT,2019-03-13,,,986.4,2004.0,August,Y,,,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,4703.0,North Brabant,3.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,2.0,,7.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,6.0,6.0,5.0,0,-1
Insuro,Policycreated,2187,10371.0,10732,2541,1986-01-01,VOLKSWAGEN,2019-03-13,2019-03-13,2019-04-13,668.52,2011.0,April,,Y,,2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,2541.0,South Holland,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,6.0,1.0,1,1
Insuro,Incompleterequest,2188,,10733,1067,1965-09-01,HYUNDAI,2019-03-13,,,426.0,2006.0,September,,Y,,2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0,North Holland,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,9.0,11.0,9.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,0,-1
Insuro,Incompleterequest,2189,,10733,1067,1965-09-01,HYUNDAI,2019-03-13,,,414.96,2005.0,September,,Y,,2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0,North Holland,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,9.0,11.0,9.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,0,-1
other,Policycreated,2190,10372.0,10734,4481,1955-10-01,CITROEN,2019-03-13,2019-03-13,2019-03-15,629.05,2014.0,February,,Y,,2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,4481.0,Zeeland,7.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,9.0,,9.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,1,1
Insuro,Policycreated,2191,10373.0,10546,7025,1993-01-01,CITROEN,2019-03-13,2019-03-13,2019-03-15,287.64,2015.0,January,,,Y,2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,7025.0,Gelderland,7.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,10.0,,6.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,6.0,4.0,5.0,1,1
Seguros International Ltd.,Incompleterequest,2192,,10728,5014,1990-11-01,CITROEN,2019-03-13,,2019-03-15,588.24,2009.0,June,,Y,,2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,5014.0,North Brabant,2.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,0,1
other,Calculatenewpremium,2193,,10735,5251,1957-03-01,MITSUBISHI,2019-03-14,,,1189.32,2014.0,April,,,Y,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,5251.0,North Brabant,5.0,6.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,11.0,,6.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,0,-1
Insuro,Policycreated,2194,10374.0,10369,2542,1990-10-01,SEAT,2019-03-14,2019-03-14,2019-05-01,789.96,2010.0,July,,Y,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,2542.0,South Holland,1.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,6.0,5.0,3.0,1,1
Seguros International Ltd.,Personaloffer,2195,,10736,1231,1974-09-01,OPEL,2019-03-14,,,170.28,2002.0,November,Y,,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,1231.0,North Holland,6.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,7.0,9.0,6.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,6.0,2.0,0,-1
Seguros International Ltd.,Tailoredofferwithdrawn,2196,,10736,1231,1974-09-01,OPEL,2019-03-14,,,219.96,2002.0,November,,Y,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,1231.0,North Holland,6.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,7.0,9.0,6.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,6.0,2.0,0,-1
Insuro,Policycreated,2197,10375.0,10737,1826,1988-06-01,CITROEN,2019-03-14,2019-03-14,2019-03-15,509.88,2017.0,August,,,Y,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,1826.0,North Holland,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,5.0,2.0,6.0,4.0,6.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,5.0,1,1
Seguros International Ltd.,Calculatenewpremium,2198,,10738,4441,1978-08-01,VOLKSWAGEN,2019-03-14,,,336.24,2003.0,July,,Y,,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,4441.0,Zeeland,7.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,5.0,,4.0,3.0,5.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,6.0,6.0,5.0,0,-1
Insuro,Policycreated,2199,10376.0,10737,1826,1988-06-01,BMW,2019-03-14,2019-03-14,2019-03-28,685.32,2013.0,August,,Y,,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,1826.0,North Holland,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,5.0,2.0,6.0,4.0,6.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,5.0,1,1
other,Calculatenewpremium,2200,,10717,3543,1986-10-01,SKODA,2019-03-14,,,1195.44,2014.0,November,,,Y,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,3543.0,Utrecht,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,5.0,4.0,9.0,,4.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,6.0,4.0,0,-1
Insuro,Policycreated,2201,10377.0,10739,3531,1986-06-01,RENAULT,2019-03-14,2019-03-14,2019-04-15,280.08,2002.0,May,Y,,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,3531.0,Utrecht,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,2.0,1,1
Insuro,Policycreated,2202,10378.0,10740,1097,1988-03-01,FORD,2019-03-14,2019-03-14,2019-03-15,688.92,2001.0,September,Y,,,2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,1097.0,North Holland,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,1.0,2.0,2.0,5.0,10.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,1,1
other,Personaloffer,2203,,10741,7041,1972-01-01,VOLKSWAGEN,2019-03-14,,,0.0,2000.0,January,,,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,7041.0,Gelderland,6.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,3.0,9.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,0,-1
Seguros International Ltd.,Policycreated,2204,10379.0,10728,5014,1990-11-01,CITROEN,2019-03-14,2019-03-14,2019-03-15,588.24,2009.0,June,,Y,,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,5014.0,North Brabant,2.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,1,1
other,Incompleterequest,2205,,10742,2461,1963-02-01,FORD,2019-03-15,,,749.64,2015.0,July,,,Y,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,2461.0,South Holland,6.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,11.0,,6.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,0,-1
Insuro,Incompleterequest,2206,,10743,3073,1989-07-01,KAWASAKI,2019-03-15,,,433.56,2015.0,September,,Y,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,3073.0,South Holland,1.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,7.0,7.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,0,-1
Insuro,Incompleterequest,2207,,10744,6881,1958-08-01,RENAULT,2019-03-15,,,454.56,2017.0,October,,,Y,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,6881.0,Gelderland,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,5.0,9.0,,4.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,0,-1
other,Incompleterequest,2208,,10745,6247,1970-11-01,PEUGEOT,2019-03-16,,,754.32,2017.0,January,,,Y,2019-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,6247.0,Limburg,7.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,5.0,4.0,7.0,,4.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,0,-1
Insuro,Incompleterequest,2209,,10746,3817,1971-09-01,RENAULT,2019-03-16,,,474.96,2015.0,December,,,Y,2019-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,3817.0,Utrecht,2.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,11.0,,9.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,0,-1
Insuro,Policycreated,2210,10380.0,10746,3817,1971-09-01,RENAULT,2019-03-16,2019-03-16,2019-03-20,474.96,2015.0,December,,,Y,2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,3817.0,Utrecht,2.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,11.0,,9.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,1,1
other,Policycreated,2211,10381.0,10747,8404,1985-11-01,VOLKSWAGEN,2019-03-17,2019-03-17,2019-04-01,546.0,2016.0,January,,,Y,2019-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,8404.0,Friesland,7.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,6.0,5.0,9.0,,6.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,6.0,2.0,5.0,6.0,5.0,1,1
other,Calculatenewpremium,2212,,10748,3077,1993-07-01,FORD,2019-03-18,,,1067.04,2014.0,September,,,Y,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,3077.0,South Holland,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,7.0,,9.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,0,-1
T&B,Personaloffer,1644,,10749,3823,1953-10-01,OPEL,2019-03-18,,,336.96,2003.0,March,Y,,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,3823.0,Utrecht,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,2.0,6.0,5.0,8.0,,6.0,3.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,6.0,5.0,0,-1
T&B,Policycreated,1645,10382.0,10749,3823,1953-10-01,OPEL,2019-03-18,2019-03-18,2019-03-20,343.2,2003.0,March,Y,,,2019-03-18,2020-03-20,2019-03-20,2019-03-20,1113.9,7.49,10749.0,3823.0,AMERSFOORT,1953-10-01,M,P,75.0,,,36486.0,OPEL,2003-03-01,1405.0,20,92.0,DIESEL,SOFTTOP,FWD,YES,MANUAL,3823.0,Utrecht,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,2.0,6.0,5.0,8.0,,6.0,3.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,6.0,5.0,1,0
other,Personaloffer,2213,,10750,3151,1966-06-01,HONDA,2019-03-18,,,44.16,2002.0,April,Y,,,2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,3151.0,South Holland,5.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,7.0,10.0,6.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,0,-1
other,Personaloffer,2214,,10750,3151,1960-06-01,HONDA,2019-03-18,,,45.36,1998.0,June,Y,,,2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,3151.0,South Holland,5.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,7.0,10.0,6.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,0,-1
T&B,Personaloffer,2215,,10751,1551,1951-03-01,KIA,2019-03-18,,,227.04,2011.0,May,,Y,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,1551.0,North Holland,7.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,0,-1
other,Calculatenewpremium,2216,,10752,3086,1995-09-01,PEUGEOT,2019-03-18,,,705.0,2004.0,January,,Y,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,3086.0,South Holland,1.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,8.0,3.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,0,-1
other,Personaloffer,2217,,10752,3086,1995-09-01,PEUGEOT,2019-03-18,,,54.36,2004.0,January,,,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,3086.0,South Holland,1.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,8.0,3.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,0,-1
other,Policycreated,2218,10383.0,10753,5652,1968-10-01,TOYOTA,2019-03-18,2019-03-18,2019-03-19,1208.19,2014.0,March,,,Y,2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,5652.0,North Brabant,2.0,5.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,12.0,,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,6.0,5.0,1.0,1,1
Insuro,Personaloffer,2219,,10533,3291,1949-07-01,HONDA,2019-03-18,,,32.04,2012.0,March,Y,,,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,3291.0,South Holland,6.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,6.0,9.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,0,-1
other,Calculatenewpremium,2220,,10754,2951,1993-07-01,FORD,2019-03-18,,,900.36,2014.0,September,,,Y,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,2951.0,South Holland,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,7.0,9.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,6.0,4.0,0,-1
Seguros International Ltd.,Incompleterequest,2221,,10755,5046,1977-04-01,SEAT,2019-03-18,,,633.36,2006.0,May,Y,,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,5046.0,North Brabant,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,10.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,3.0,0,-1
Seguros International Ltd.,Incompleterequest,2222,,10756,1871,1970-08-01,SUZUKI,2019-03-18,,,306.48,2010.0,July,,Y,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,1871.0,North Holland,6.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,9.0,,6.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,6.0,6.0,4.0,0,-1
other,Policycreated,2223,10384.0,10757,1902,1977-06-01,LEXUS,2019-03-18,2019-03-18,2019-03-23,513.12,2013.0,November,,,Y,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,1902.0,North Holland,4.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,9.0,,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,5.0,1.0,6.0,6.0,5.0,1,1
Seguros International Ltd.,Policycreated,2224,10385.0,10756,1871,1970-08-01,SUZUKI,2019-03-18,2019-03-18,2019-03-20,306.48,2010.0,July,,Y,,2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,1871.0,North Holland,6.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,9.0,,6.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,6.0,6.0,4.0,1,1
Insuro,Calculatenewpremium,2225,,10758,5216,1991-02-01,OPEL,2019-03-19,,,210.36,2001.0,November,,Y,,2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,North Brabant,2.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,7.0,,2.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,6.0,6.0,2.0,0,-1
Insuro,Policycreated,2226,10386.0,10759,5314,1959-07-01,FIAT,2019-03-19,2019-03-19,2019-03-22,164.88,2010.0,May,,Y,,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,5314.0,Gelderland,7.0,6.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,9.0,,9.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,5.0,1,1
