affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,policy_continuation_date,policy_start_date_pol,policy_lastchange_date,premium_wa,premium_other,zipcode_link_pol,zip4_pol,place_residence,birth_date_pol,gender,private_commercial,bonus_malus_percent,other_cover,premium_other_incl_discount,worth_car,brand_pol,builddate_car,weight_car,mileage_car,power_car,fuel_car,chassis,drive,turbo,transmission,zip4_reg,PROVINCE,URB,INCOME,SOCCL_A,SOCCL_B1,SOCCL_B2,SOCCL_C,SOCCL_D,EDU_HIGH,EDU_MID,EDU_LOW,DINK,OWN_HOUSE,AVG_HOUSE,RENT_PRICE,STAGE_OF_LIFE,SINGLE,FAM,FAM_WCHILD,SINGLES_YOUNG,SINGLES_MID,SINGLES_OLD,FAM_CHILD_Y,FAM_CHILD_O,FAM_WCHILD_Y,FAM_WCHILD_MED,FAM_WCHILD_OLD,CIT_HOUSEHOLD,LOAN,SAVINGS,SHOP_ONLINE,CAR,conv,churn
T&B,Personaloffer,5072,,12566,7051,1974-06-01,PEUGEOT,2019-10-09,,,0.0,2003.0,August,,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,7051.0,Gelderland,6.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,11.0,9.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,0,-1
T&B,Incompleterequest,5073,,12567,6922,1964-06-01,NISSAN,2019-10-09,,,297.12,2008.0,February,,Y,,2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,6922.0,Gelderland,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,4.0,6.0,7.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,0,-1
Insuro,Calculatenewpremium,5074,,12568,6662,1984-06-01,VOLKSWAGEN,2019-10-09,,,191.64,1983.0,September,,,Y,2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,6662.0,Gelderland,4.0,1.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,10.0,,9.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,5.0,6.0,5.0,0,-1
Insuro,Calculatenewpremium,5075,,10679,1052,1991-01-01,MERCEDES-BENZ,2019-10-09,,,737.52,2013.0,September,,Y,,2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,North Holland,1.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,9.0,7.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,6.0,6.0,1.0,0,-1
T&B,Calculatenewpremium,5076,,12569,6537,,HYUNDAI,2019-10-09,,,1228.08,2006.0,July,,,Y,2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,6537.0,Gelderland,2.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,,6.0,3.0,5.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,0,-1
T&B,Personaloffer,5077,,12569,6537,1986-02-01,HYUNDAI,2019-10-09,,,649.2,2006.0,July,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,6537.0,Gelderland,2.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,,6.0,3.0,5.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,0,-1
T&B,Calculatenewpremium,5078,,12570,9471,1944-05-01,TOYOTA,2019-10-09,,,278.4,2011.0,March,,Y,,2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,9471.0,Drenthe,5.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,,9.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,0,-1
T&B,Calculatenewpremium,5079,,12571,7557,1991-08-01,OPEL,2019-10-10,,,863.52,2004.0,November,,,Y,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,7557.0,Overijssel,3.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,7.0,1.0,5.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,6.0,2.0,0,-1
other,Calculatenewpremium,5080,,12572,3245,1979-05-01,VOLKSWAGEN,2019-10-10,,,759.72,2011.0,August,,,Y,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,3245.0,South Holland,6.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,6.0,9.0,6.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,0,-1
T&B,Calculatenewpremium,5081,,12573,7535,1996-01-01,VOLKSWAGEN,2019-10-10,,,1333.08,2003.0,September,,Y,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,7535.0,Overijssel,2.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,,6.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,0,-1
other,Calculatenewpremium,5082,,12574,3962,1981-05-01,BMW,2019-10-10,,,491.04,1999.0,November,,Y,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,3962.0,Utrecht,5.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,8.0,,9.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,0,-1
other,Requestaccepted,5083,11188.0,12575,6662,1995-11-01,PEUGEOT,2019-10-10,2019-10-10,2019-10-11,743.76,2010.0,September,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,6662.0,Gelderland,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,6.0,,9.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,6.0,4.0,5.0,0,1
T&B,Incompleterequest,5084,,12576,2134,1994-10-01,FIAT,2019-10-10,,,970.2,2010.0,September,,,Y,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,2134.0,North Holland,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,4.0,1.0,7.0,9.0,3.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,3.0,3.0,0,-1
T&B,Incompleterequest,5085,,11585,3312,1994-03-01,FIAT,2019-10-10,,,430.2,2004.0,February,Y,,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,3312.0,South Holland,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,9.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,5.0,0,-1
T&B,Waitresponsebackoffice,5086,11189.0,12576,2134,1994-10-01,FIAT,2019-10-10,2019-10-10,2019-10-11,970.2,2010.0,September,,,Y,2019-10-10,2020-10-11,2019-10-11,2019-10-11,1631.31,1078.99,12576.0,2134.0,HOOFDDORP,1994-10-01,F,P,72.5,CAS,999.3,16929.0,FIAT,2010-09-01,1120.0,10,63.0,DIESEL,HATCHB.,FWD,YES,MANUAL,2134.0,North Holland,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,4.0,1.0,7.0,9.0,3.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,3.0,3.0,0,0
T&B,Calculatenewpremium,5087,,12577,7512,1996-01-01,VOLKSWAGEN,2019-10-10,,,1420.32,2003.0,September,,Y,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,7512.0,Overijssel,2.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,5.0,8.0,1.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0,-1
other,Calculatenewpremium,5088,,12578,6132,1965-06-01,KIA,2019-10-10,,,701.16,2016.0,October,,,Y,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,6132.0,Limburg,4.0,6.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,6.0,11.0,9.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,0,-1
T&B,Tailoredofferrequested,5089,,12577,7512,1996-01-01,VOLKSWAGEN,2019-10-10,,,1420.32,2003.0,September,,Y,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,7512.0,Overijssel,2.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,5.0,8.0,1.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0,-1
other,Calculatenewpremium,5090,,12562,4507,1983-05-01,PEUGEOT,2019-10-10,,,448.56,2002.0,April,Y,,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,4507.0,Zeeland,7.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,,4.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,6.0,5.0,5.0,0,-1
Seguros International Ltd.,Waitresponsebackoffice,5091,11190.0,12579,3436,1983-03-01,VOLKSWAGEN,2019-10-10,2019-10-10,2019-10-11,761.64,2014.0,August,,,Y,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,3436.0,Utrecht,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,7.0,7.0,1.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,0,1
Insuro,Incompleterequest,5092,,12580,2402,1962-09-01,VOLKSWAGEN,2019-10-10,,,495.36,2013.0,August,,Y,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,2402.0,South Holland,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,5.0,,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,6.0,6.0,6.0,5.0,0,-1
T&B,Incompleterequest,5093,,12581,7514,1989-01-01,RENAULT,2019-10-10,,,488.28,2001.0,January,Y,,,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,7514.0,Overijssel,2.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,7.0,1.0,5.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,0,-1
Insuro,Tailoredofferrejected,5094,,12582,4012,1988-03-01,RENAULT,2019-10-10,,,291.72,2004.0,September,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,4012.0,Gelderland,7.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,8.0,,9.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,0,-1
other,Personaloffer,5095,,12583,3831,,VOLVO,2019-10-10,,,215.64,2005.0,January,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,3831.0,Utrecht,4.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,9.0,,4.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,6.0,5.0,4.0,0,-1
other,Incompleterequest,5096,,12584,4907,1979-03-01,MAZDA,2019-10-10,,,395.88,2014.0,September,,,Y,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,4907.0,North Brabant,4.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,6.0,5.0,10.0,,6.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,6.0,1.0,6.0,6.0,5.0,0,-1
Insuro,Incompleterequest,5097,,12585,1328,1997-05-01,FORD,2019-10-10,,,1178.88,2019.0,October,,,Y,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,1328.0,Flevoland,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,6.0,4.0,5.0,,4.0,4.0,5.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,5.0,5.0,6.0,6.0,3.0,0,-1
T&B,Calculatenewpremium,5098,,12586,6523,1992-04-01,OPEL,2019-10-11,,,716.04,2000.0,August,,Y,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1
Insuro,Personaloffer,5099,,12531,3068,1964-04-01,VOLKSWAGEN,2019-10-11,,,283.92,1998.0,November,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,3068.0,South Holland,1.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,7.0,,9.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,3.0,5.0,0,-1
other,Incompleterequest,5100,,12587,1171,1980-08-01,BMW,2019-10-11,,,304.2,2000.0,February,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,1171.0,North Holland,5.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,5.0,11.0,,4.0,2.0,5.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,6.0,4.0,5.0,6.0,4.0,0,-1
other,Waitforapproval,5101,11191.0,11906,4873,1979-12-01,FORD,2019-10-11,2019-10-11,2019-10-25,529.92,2010.0,February,,Y,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,4873.0,North Brabant,4.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,5.0,10.0,,4.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,6.0,1.0,5.0,6.0,5.0,0,1
other,Calculatenewpremium,5102,,12561,6721,1994-12-01,SEAT,2019-10-11,,,757.56,2011.0,January,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,6721.0,Gelderland,5.0,,1.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,,2.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,6.0,6.0,2.0,0,-1
other,Calculatenewpremium,5103,,12588,1018,,SAAB,2019-10-11,,,389.04,2002.0,December,,Y,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,1018.0,North Holland,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,12.0,,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,6.0,6.0,4.0,0,-1
T&B,Waitresponsebackoffice,5104,11192.0,11521,3903,1993-02-01,RENAULT,2019-10-11,2019-10-11,2019-10-12,659.88,2013.0,December,,Y,,2019-10-11,2020-10-12,2019-10-12,2019-10-12,1332.47,849.08,11521.0,3903.0,VEENENDAAL,1993-02-01,M,P,75.0,BEP,849.08,29701.0,RENAULT,2013-12-01,1283.0,UNKNOWN,81.0,DIESEL,COMBI,FWD,YES,MANUAL,3903.0,Utrecht,3.0,6.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,4.0,9.0,11.0,6.0,2.0,5.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,6.0,6.0,5.0,0,0
other,Incompleterequest,5105,,12589,3223,1966-06-01,VOLKSWAGEN,2019-10-11,,,1063.08,2015.0,October,,,Y,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,3223.0,South Holland,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,5.0,11.0,,9.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,6.0,5.0,5.0,0,-1
other,Incompleterequest,5106,,12279,1684,1974-03-01,NISSAN,2019-10-11,,,518.76,2019.0,October,,,Y,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,1684.0,North Holland,7.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,6.0,,9.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,0,-1
other,Incompleterequest,5107,,12279,1684,1974-03-01,NISSAN,2019-10-11,,,712.2,2019.0,October,,,Y,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,1684.0,North Holland,7.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,6.0,,9.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,0,-1
other,Incompleterequest,5108,,12590,1339,1990-01-01,AUDI,2019-10-11,,,1664.04,2017.0,August,,,Y,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,1339.0,Flevoland,2.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,4.0,8.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,6.0,6.0,6.0,5.0,0,-1
Insuro,Calculatenewpremium,5109,,12591,5014,1991-05-01,SUZUKI,2019-10-11,,,0.0,1996.0,October,N,N,N,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,5014.0,North Brabant,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,5.0,3.0,7.0,10.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,6.0,3.0,0,-1
Insuro,Incompleterequest,5110,,12582,4012,1988-03-01,RENAULT,2019-10-11,,,291.72,2004.0,September,Y,,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,4012.0,Gelderland,7.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,8.0,,9.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,0,-1
T&B,Tailoredofferrequested,5111,,12592,7091,1985-03-01,SUZUKI,2019-10-11,,,389.04,2005.0,January,,Y,,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,7091.0,Gelderland,6.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,8.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,0,-1
T&B,Requestaccepted,5112,11193.0,11485,4102,1966-09-01,KIA,2019-10-11,2019-10-11,2019-10-12,441.24,2014.0,October,,,Y,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,4102.0,Gelderland,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,5.0,5.0,,9.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,0,1
other,Incompleterequest,5113,,12590,1339,1990-01-01,AUDI,2019-10-11,,,1764.84,2017.0,August,,,Y,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,1339.0,Flevoland,2.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,4.0,8.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,6.0,6.0,6.0,5.0,0,-1
T&B,Incompleterequest,5114,,12593,1121,1990-09-01,DAIHATSU,2019-10-12,,,390.12,2007.0,August,Y,,,2019-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,1121.0,North Holland,5.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,9.0,11.0,9.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,0,-1
Insuro,Tailoredofferrequested,5115,,12594,3142,1994-11-01,OPEL,2019-10-12,,,698.52,2005.0,February,,Y,,2019-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,3142.0,South Holland,4.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,8.0,6.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,0,-1
T&B,Incompleterequest,5116,,12595,3707,1945-03-01,HYUNDAI,2019-10-12,,,800.76,2019.0,October,,,Y,2019-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,3707.0,Utrecht,3.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,1.0,1.0,6.0,9.0,3.0,5.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0,-1
T&B,Incompleterequest,5117,,12596,3448,1988-01-01,FORD,2019-10-12,,,819.24,2010.0,August,,,Y,2019-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,3448.0,Utrecht,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,8.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,2.0,0,-1
other,Incompleterequest,5118,,12590,1339,1990-01-01,AUDI,2019-10-12,,,1838.04,2017.0,August,,,Y,2019-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,1339.0,Flevoland,2.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,6.0,4.0,8.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,6.0,6.0,6.0,5.0,0,-1
T&B,Calculatenewpremium,5119,,12597,7544,1995-05-01,AUDI,2019-10-13,,,0.0,2011.0,September,N,N,N,2019-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,7544.0,Overijssel,2.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,,7.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,0,-1
T&B,Calculatenewpremium,5120,,12598,6373,1976-08-01,BMW,2019-10-13,,,337.92,1999.0,July,,Y,,2019-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,6373.0,Limburg,4.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,6.0,,9.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,0,-1
T&B,Incompleterequest,5121,,12599,6852,1967-01-01,OPEL,2019-10-13,,,509.16,2010.0,November,,,Y,2019-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Gelderland,5.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,5.0,8.0,,4.0,2.0,5.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,6.0,5.0,6.0,6.0,5.0,0,-1
other,Incompleterequest,5122,,12600,3434,1956-02-01,FIAT,2019-10-13,,,480.96,2019.0,May,,,Y,2019-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,3434.0,Utrecht,3.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,11.0,,9.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,6.0,5.0,5.0,0,-1
T&B,Tailoredofferrequested,5123,,12601,7742,1972-01-01,FORD,2019-10-13,,,419.16,2004.0,April,,,Y,2019-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,7742.0,Drenthe,5.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,5.0,5.0,9.0,,9.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,0,-1
T&B,Requestaccepted,5124,11194.0,12602,2801,1993-07-01,VOLKSWAGEN,2019-10-13,2019-10-13,2019-10-14,1085.16,2003.0,May,Y,,,2019-10-13,2020-10-14,2019-10-14,2019-10-14,1832.38,72.2,12602.0,2801.0,GOUDA,1993-07-01,M,P,55.0,,,19633.0,VOLKSWAGEN,2003-05-01,1063.0,15,55.0,DIESEL,HATCHB.,FWD,YES,MANUAL,2801.0,South Holland,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,3.0,,8.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,6.0,5.0,0,0
other,Policycreated,4199,11195.0,12018,1052,1984-03-01,FORD,2019-08-20,2019-10-16,2019-10-30,411.36,2000.0,January,Y,,,2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,North Holland,1.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,10.0,6.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,6.0,2.0,1,1
T&B,Waitforapproval,4745,11130.0,12353,7447,1973-12-01,RENAULT,2019-09-20,2019-09-20,2019-09-21,453.12,2002.0,March,Y,,,2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,7447.0,Overijssel,6.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,9.0,9.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,0,1
other,Requestaccepted,4916,11196.0,12470,8265,1977-11-01,TOYOTA,2019-09-30,2019-10-17,2019-11-01,390.12,2013.0,November,,Y,,2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,8265.0,Overijssel,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,6.0,4.0,6.0,10.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,6.0,4.0,0,-1
